"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV"
62,44,259361,0,0,20180518,20190621,20220504,20230518,30254,4322,19246,0,47,0,0,37,18950,1,0,0,0,57,7,1,1,48
97,60,280196,1,0,20150717,20201218,20200828,20200717,0,4669,25699,1,62,0,0,60,29167,0,1,1,3,283,7,0,1,60
63,29,240409,0,0,20191220,20200320,20220601,20241220,4006,4006,24702,1,26,1,0,28,11921,0,0,0,2,13,9,1,1,30
115,45,305959,1,1,20180817,20190517,20220502,20230817,10198,5099,24026,1,40,1,2,43,19109,1,0,1,2,39,9,0,1,47
50,52,305329,1,0,20180119,20180216,20220429,20230119,5088,5088,18251,1,40,1,2,51,22345,0,0,1,0,4,8,0,1,53
126,50,266029,0,1,20180316,20181116,20220331,20230316,22165,4433,27456,0,32,0,0,45,21416,1,0,0,3,35,6,0,1,51
85,53,428618,6,1,20180119,20181019,20220602,20230119,7143,7143,37931,1,40,0,0,52,22724,0,0,2,0,39,8,0,1,54
97,29,201002,1,0,20171117,20171215,20200302,20221117,23450,3350,14494,0,27,1,2,22,12992,0,0,1,2,4,8,0,1,33
35,60,340082,1,0,20150717,20151218,20201210,20200717,5668,5668,29515,1,34,1,2,59,30851,0,0,1,1,22,9,1,1,61
97,41,230392,0,0,20171117,20181019,20210306,20221117,34551,3839,26086,0,61,0,0,32,18057,0,1,0,0,48,9,0,1,47
50,54,280972,0,0,20161021,20170519,20211122,20211021,28092,4682,28682,0,39,0,0,48,27586,0,0,0,0,30,9,0,1,55
69,50,249090,0,0,20180316,20190426,20220531,20230316,0,4151,23831,1,69,0,0,50,21416,0,1,0,4,58,8,1,1,50
58,56,328547,0,1,20170915,20180518,20220504,20220915,10950,5475,37696,1,32,0,0,54,24242,0,0,0,0,35,8,0,1,58
45,53,278824,0,0,20171117,20181019,20220513,20221117,4647,4647,28370,1,23,0,0,52,22814,1,0,0,0,48,9,0,1,54
50,60,260121,0,0,20170616,20180720,20220602,20220616,4335,4335,20146,1,23,0,0,59,26066,1,0,0,0,57,6,0,1,61
5,59,319861,0,0,20150821,20160819,20200518,20200821,0,5331,27434,1,36,0,0,59,27887,1,0,0,0,52,8,0,1,59
45,50,231820,5,0,20160115,20160115,20211206,20210115,7726,3863,19617,1,37,1,2,48,33086,1,0,2,0,0,9,0,1,51
50,52,212345,0,0,20160520,20170421,20200803,20210520,21234,3539,19367,0,48,0,0,46,24005,0,0,0,1,48,9,0,1,53
97,60,311026,0,0,20150821,20161118,20200703,20200821,5183,5183,32686,1,19,0,0,59,28742,0,0,0,3,65,7,0,1,61
28,35,177008,6,0,20160520,20160715,20190320,20210520,11800,2950,14487,0,39,1,2,31,16617,0,0,2,0,8,7,0,1,36
10,60,344697,1,1,20170421,20170421,20220603,20220421,11488,5744,20784,1,36,1,2,58,26654,1,0,1,3,0,8,0,1,61
23,41,221912,1,0,20180420,20190426,20210822,20230420,25886,3698,16439,0,19,0,0,34,17762,1,0,1,2,53,9,0,1,47
52,60,320068,1,0,20150821,20160415,20201209,20200821,10668,5334,22849,1,29,1,2,58,30851,1,0,1,3,34,7,0,1,62
68,27,214532,1,0,20181221,20200417,20210225,20231221,32175,3575,24149,0,48,0,0,18,11676,0,0,1,3,69,7,0,1,32
23,40,275381,7,1,20190118,20190816,20220506,20240118,9178,4589,29988,1,50,0,0,38,16842,0,0,2,2,30,8,1,1,42
46,60,363504,1,0,20160520,20160819,20210816,20210520,6058,6058,36831,1,49,1,2,59,28952,0,0,1,3,13,9,0,1,61
5,57,285287,0,0,20161216,20171117,20210730,20211216,4754,4754,16686,1,35,0,0,56,25493,1,0,0,3,48,8,0,1,58
5,55,219663,1,0,20150821,20160219,20200107,20200821,18305,3661,18556,0,41,1,2,50,26166,1,0,1,0,26,8,1,1,58
58,38,350712,6,0,20190426,20190517,20220531,20240426,5845,5845,30515,1,56,1,2,37,15889,0,1,2,3,3,8,0,1,39
28,55,342087,0,1,20170915,20180720,20220602,20220915,0,5701,23399,1,38,0,0,55,23764,1,0,0,2,44,9,0,1,55
5,33,168656,0,1,20190816,20200221,20220511,20240816,5620,2810,8945,1,41,1,0,31,13738,0,0,0,2,27,7,1,1,34
50,52,293934,6,0,20171215,20190215,20220531,20221215,9796,4898,25931,1,48,0,0,50,22433,0,0,2,3,61,8,0,1,54
96,44,204087,7,0,20180921,20191220,20220510,20230921,0,3401,18977,1,31,0,0,44,18574,0,0,2,2,65,9,0,1,44
117,44,243207,1,1,20180921,20190215,20220601,20230921,8106,4053,25261,1,30,1,2,42,18574,1,0,1,2,21,9,0,1,45
28,59,262543,0,0,20161216,20171020,20210901,20211216,4375,4375,30294,1,60,0,0,58,26294,0,1,0,3,44,8,1,1,60
45,31,172814,6,0,20150821,20150821,20180131,20200821,25920,2880,16196,0,38,1,2,22,15430,0,0,2,3,0,9,0,1,35
97,47,440495,0,0,20161216,20171117,20200918,20211216,14682,7341,50563,1,18,0,0,45,21371,0,1,0,0,48,8,0,1,48
68,60,310370,0,1,20161216,20170915,20211018,20211216,5172,5172,26944,1,23,0,0,59,26690,1,0,0,0,39,8,0,1,61
97,58,274846,5,0,20150821,20160520,20201202,20200821,4580,4580,20101,1,39,0,0,57,30851,0,0,2,3,39,8,0,1,59
97,19,100701,0,0,20161216,20171020,20180502,20211216,16780,2000,11084,0,25,0,0,9,9057,0,0,0,3,44,8,0,1,27
97,33,238869,0,1,20190118,20191115,20210827,20240118,31848,3981,13806,0,54,0,0,25,14111,1,0,0,2,43,8,0,1,36
50,56,273537,0,0,20170915,20181019,20220601,20220915,0,4558,25435,1,49,0,0,56,24143,0,0,0,3,57,8,0,1,56
92,60,240413,0,0,20150821,20170915,20210601,20200821,0,4006,20445,1,57,0,0,60,33309,0,1,0,0,108,8,0,1,60
97,53,318412,1,1,20180119,20181221,20220602,20230119,5306,5306,27272,1,54,0,0,52,22724,0,0,1,2,48,8,0,1,54
53,59,357872,1,0,20170616,20170915,20220421,20220616,11928,5964,33989,1,36,1,2,57,25687,1,0,1,0,13,6,0,1,61
94,44,289010,6,0,20180119,20180119,20210820,20230119,4816,4816,15307,1,58,1,2,43,19148,0,1,2,3,0,9,0,1,45
46,53,334615,0,1,20180119,20181019,20220505,20230119,5576,5576,25381,1,33,0,0,52,22724,0,0,0,0,39,8,1,1,54
97,60,334049,0,0,20170519,20180817,20220602,20220519,0,5567,23730,1,43,0,0,60,26549,0,0,0,3,65,8,0,1,60
23,14,76623,0,1,20180921,20190621,20191003,20230921,7662,2000,6796,0,37,0,0,8,6219,0,0,0,2,39,9,0,1,19
68,60,283415,1,0,20170519,20180216,20220502,20220519,9446,4723,17140,1,37,0,0,58,26066,0,0,1,0,39,6,0,1,62
63,59,411022,0,1,20170519,20180119,20220520,20220519,0,6850,36800,1,25,0,0,59,25687,0,0,0,5,35,8,0,1,59
28,38,246187,7,1,20190426,20191115,20220602,20240426,0,4103,25373,1,54,0,0,38,15889,1,0,2,2,29,8,0,1,38
97,23,125274,0,1,20200619,20210528,20220602,20250619,4174,2087,12198,1,44,0,0,21,9338,0,0,0,2,49,9,0,1,25
50,55,349013,6,0,20171020,20181221,20220531,20221020,5816,5816,24833,1,19,0,0,54,23764,0,0,2,0,61,8,0,1,56
85,58,241986,1,0,20150821,20151218,20210219,20200821,0,4033,13885,1,43,1,2,58,31679,1,0,1,3,17,8,0,1,58
52,33,144384,1,0,20190816,20191018,20220502,20240816,4812,2406,12120,1,27,1,2,31,13738,0,0,1,3,9,5,0,1,35
28,59,303461,5,0,20150821,20161021,20210212,20200821,10114,5057,25997,1,35,0,0,57,29590,0,0,2,3,61,8,0,1,60
5,51,252409,6,0,20180316,20190517,20220601,20230316,4206,4206,16862,1,24,0,0,50,21795,1,0,2,3,61,8,0,1,52
50,60,319641,1,0,20161216,20170818,20211104,20211216,10654,5327,18784,1,68,0,0,58,26582,0,1,1,3,35,9,0,1,61
15,47,296039,6,0,20180615,20180720,20220426,20230615,4933,4933,29379,1,42,1,2,46,20032,1,0,2,0,5,7,0,1,48
97,49,438225,6,0,20171215,20180216,20211130,20221215,36515,7303,31624,0,23,1,2,44,21270,1,0,2,2,9,8,0,1,53
5,47,241465,0,0,20180615,20190517,20220524,20230615,0,4024,15432,1,33,0,0,47,20032,1,0,0,3,48,8,0,1,47
23,46,182397,0,0,20150821,20160819,20190415,20200821,15195,3039,14525,0,22,0,0,41,22221,0,0,0,3,52,8,0,1,50
97,60,351006,1,1,20161216,20170317,20220512,20211216,11700,5850,38444,1,41,1,2,58,30525,1,0,1,5,13,7,0,1,61
11,48,312310,5,0,20180119,20180720,20211220,20230119,5205,5205,34342,1,25,0,1,47,20725,1,0,2,3,26,8,0,1,49
97,54,279503,0,0,20171215,20180817,20220602,20221215,4658,4658,27494,1,40,0,0,53,23193,1,0,0,2,35,7,0,1,55
50,56,325128,0,0,20171020,20181019,20220601,20221020,5418,5418,22977,1,50,0,0,55,24143,0,0,0,2,52,8,1,1,57
74,21,111765,1,1,20200918,20210416,20220602,20250918,3724,2000,11810,1,25,1,2,19,8482,0,0,1,2,30,8,0,1,23
28,27,178371,1,1,20200221,20210122,20220602,20250221,2972,2972,20752,1,52,1,2,26,11059,0,0,1,2,48,9,0,1,28
50,33,194884,6,0,20171117,20181116,20200715,20221117,22736,3248,21059,0,54,0,0,26,14711,0,0,2,3,52,8,0,1,36
109,20,342228,9,1,20201016,20210219,20220512,20251016,0,5703,28207,1,54,1,2,20,8058,0,0,2,2,18,7,1,1,20
85,40,185226,0,1,20170519,20171215,20200825,20220519,18522,3087,12422,0,33,0,0,34,18009,0,0,0,3,30,9,0,1,44
28,35,208835,1,0,20170217,20171117,20191202,20220217,27840,3480,24143,0,30,1,2,27,16031,1,0,1,3,39,9,1,1,39
97,20,106806,1,0,20201016,20201218,20220603,20251016,0,2000,9253,1,48,1,2,20,8058,0,0,1,2,9,8,0,1,20
20,42,244025,1,0,20180615,20180615,20211007,20230615,28469,4067,24076,0,28,1,2,35,18096,1,0,1,2,0,7,0,1,46
114,39,258692,5,0,20170519,20171117,20200331,20220519,38799,4311,16113,0,34,0,0,30,17807,0,0,2,2,26,5,0,1,44
117,37,200075,0,1,20190426,20191018,20220602,20240426,0,3334,18702,1,33,0,0,37,15446,0,0,0,2,25,7,0,1,37
28,54,344801,1,0,20171215,20180119,20220518,20221215,5746,5746,38168,1,51,1,2,53,23193,1,0,1,3,5,8,0,1,55
38,23,104342,7,0,20200619,20210416,20220510,20250619,3478,2000,7879,1,24,0,0,21,9390,0,0,2,2,43,8,0,1,25
50,53,301752,6,0,20171215,20190118,20220506,20221215,0,5029,23273,1,32,0,0,53,22814,0,0,2,3,57,8,0,1,53
58,30,244080,1,1,20191220,20201016,20220531,20241220,0,4068,14834,1,41,1,2,30,12356,0,0,1,3,43,8,0,1,30
50,33,305655,6,0,20160115,20160219,20180813,20210115,35658,5094,23069,0,41,1,2,26,16045,1,0,2,3,5,8,0,1,35
97,50,406343,5,0,20160520,20161216,20200630,20210520,27088,6772,35707,0,44,0,1,46,23154,0,0,2,3,30,9,0,1,51
58,41,289258,1,0,20181116,20190215,20220601,20231116,9640,4820,33253,1,42,1,2,39,17290,1,0,1,2,13,9,0,1,42
50,35,378976,1,0,20190621,20190920,20220603,20240621,6316,6316,24756,1,49,0,2,34,14561,0,0,1,0,13,9,0,1,36
69,53,329335,0,0,20171215,20181019,20220602,20221215,0,5488,37558,1,69,0,0,53,22724,0,1,0,0,44,9,0,1,53
97,26,201493,0,0,20200320,20201218,20220602,20250320,6716,3358,15110,1,30,0,0,24,10630,0,0,0,2,39,9,0,1,28
50,58,273718,0,0,20160115,20161118,20210202,20210115,31927,4561,20506,0,40,0,0,51,29074,0,0,0,3,44,8,0,1,65
50,42,250886,6,0,20180316,20190118,20210721,20230316,33448,4181,20979,0,41,0,0,34,18282,0,0,2,2,44,8,0,1,50
5,16,90302,0,0,20170915,20180720,20181101,20220915,12040,2000,8431,0,24,0,0,8,7400,0,0,0,3,44,8,0,1,24
97,60,382263,0,0,20160520,20170721,20220301,20210520,0,6371,38477,1,39,0,0,60,31683,0,0,0,1,61,9,1,1,60
85,25,231198,1,1,20200221,20201120,20220218,20250221,7706,3853,25717,1,25,0,0,23,10299,0,0,1,2,39,9,0,1,26
58,51,515527,0,0,20160115,20160219,20200228,20210115,17184,8592,35005,1,53,0,2,49,23989,0,0,0,0,5,8,0,1,53
97,51,454169,1,0,20180316,20200918,20220603,20230316,15138,7569,32133,1,35,0,0,49,21795,1,0,1,4,131,6,0,1,52
97,41,269252,0,0,20170217,20180518,20200605,20220217,31409,4487,19377,0,40,0,0,34,18611,1,0,0,2,65,9,1,1,42
126,51,434536,5,0,20170915,20171020,20211013,20220915,0,7242,41407,1,43,0,2,51,22306,0,0,2,0,5,9,0,1,51
17,39,339995,6,0,20190118,20190118,20220603,20240118,5666,5666,32069,1,32,1,2,38,16398,0,0,2,2,0,8,0,1,40
80,59,394174,5,0,20170616,20180216,20220502,20220616,6569,6569,32583,1,44,0,0,58,25583,1,0,2,3,35,9,0,1,60
5,58,346023,1,0,20170217,20170915,20211110,20220217,57670,5767,30617,0,35,1,2,48,25596,1,0,1,0,30,9,0,1,68
50,20,176336,0,1,20200918,20210924,20220601,20250918,5876,2938,16939,1,33,0,0,18,8058,0,0,0,2,53,8,0,1,22
80,37,375112,6,0,20181221,20181221,20211207,20231221,12502,6251,32270,1,49,1,2,35,15689,0,0,2,2,0,7,0,1,38
97,42,286810,1,1,20181221,20190517,20220601,20231221,4780,4780,27498,1,60,1,2,41,17669,0,1,1,2,21,9,0,1,43
58,32,140840,0,0,20160115,20170519,20180731,20210115,16429,2347,12985,0,46,0,0,25,15590,1,0,0,0,70,7,0,1,36
24,3,123794,5,0,20150821,20150918,20150922,20200821,14441,2063,11167,0,38,0,2,4,1571,0,0,2,0,4,3,0,1,9
28,41,399987,1,0,20181116,20181116,20220503,20231116,0,6666,28215,1,33,1,2,41,17290,0,0,1,2,0,8,0,1,41
97,30,274238,0,1,20191220,20200821,20220602,20241220,9140,4570,24431,1,39,0,0,28,12356,1,0,0,0,35,8,1,1,32
68,53,317882,0,1,20180119,20180817,20220603,20230119,0,5298,24683,1,31,0,0,53,22724,0,0,0,2,30,9,0,1,53
85,41,190996,0,0,20150821,20160715,20181101,20200821,12732,3183,10208,0,31,0,0,37,20003,0,0,0,0,47,7,0,0,43
91,57,437191,1,1,20170915,20180420,20220531,20220915,14572,7286,30390,1,32,0,0,55,24621,0,0,1,2,31,8,0,1,59
69,46,314195,1,1,20180615,20190118,20220228,20230615,52360,5236,24134,0,55,0,0,36,19651,0,0,1,0,31,6,0,1,49
63,60,359888,0,1,20160923,20170421,20210802,20210923,53982,5998,41338,0,25,0,0,51,26905,1,0,0,3,30,9,1,1,68
42,60,369635,0,0,20160923,20170721,20210818,20210923,6160,6160,32411,1,51,0,0,59,26905,0,0,0,3,43,9,0,1,61
28,56,443394,5,0,20171020,20171020,20220602,20221020,0,7389,43628,1,51,1,2,56,24143,1,0,2,3,0,4,0,1,56
126,60,310365,0,0,20150821,20160923,20200817,20200821,10344,5172,33672,1,53,0,0,58,29167,1,0,0,0,57,8,0,1,62
55,54,268537,6,0,20161021,20161021,20210223,20211021,35800,4475,19963,0,35,1,2,46,24470,0,0,2,0,0,9,1,1,60
110,29,244352,1,0,20200117,20210122,20220602,20250117,8144,4072,18514,1,28,0,0,27,11921,0,0,1,0,53,8,0,1,30
58,25,455962,8,1,20200417,20200821,20220505,20250417,7599,7599,33284,1,32,1,2,24,10251,0,0,2,2,18,9,1,1,26
50,45,321224,7,0,20180817,20200117,20220601,20230817,10706,5353,27576,1,50,0,0,43,19030,0,0,2,2,74,9,0,1,47
5,58,316606,0,1,20170616,20180216,20220529,20220616,5276,5276,27110,1,25,0,0,57,25204,0,0,0,0,35,8,0,1,59
69,43,304452,0,1,20181019,20190621,20220601,20231019,10148,5074,34596,1,47,0,0,41,18120,0,0,0,0,35,9,0,1,45
126,60,459259,5,0,20170120,20171215,20211102,20220120,68886,7654,31648,0,44,0,0,51,26582,1,0,2,4,47,7,0,1,64
80,52,479720,6,0,20171117,20171117,20220225,20221117,0,7995,31809,1,62,1,2,52,22433,0,1,2,2,0,9,0,1,52
97,59,272236,0,0,20150821,20160415,20200905,20200821,36296,4537,17144,0,34,1,2,51,29590,0,0,0,3,34,7,0,0,60
28,31,205312,1,0,20191115,20200717,20220602,20241115,0,3421,17645,1,48,1,2,31,12794,0,0,1,2,35,8,0,1,31
5,56,410383,0,0,20171020,20181019,20220602,20221020,6839,6839,30537,1,50,0,0,55,24143,0,0,0,2,52,8,0,1,57
85,53,383785,6,0,20180119,20181116,20220602,20230119,0,6396,26236,1,35,0,0,53,22724,0,0,2,3,43,8,0,1,53
52,50,301065,1,0,20171020,20180817,20220526,20221020,40136,5017,22860,0,42,0,0,42,21828,1,0,1,2,43,8,0,1,57
111,40,376544,0,0,20150821,20161021,20181001,20200821,25100,6275,26919,0,28,0,0,36,19556,0,0,0,3,61,8,0,1,44
47,31,234140,0,1,20181019,20190426,20210429,20231019,19510,3902,25823,0,34,0,0,26,13393,0,0,0,2,27,8,0,1,32
96,21,127713,0,1,20171020,20180518,20190518,20221020,12768,2128,10582,0,19,0,0,15,9583,1,0,0,3,30,8,0,1,25
97,58,425376,5,0,20160115,20160819,20200928,20210115,14178,7089,24818,1,39,0,1,56,26985,1,0,2,0,31,8,1,1,59
97,54,438687,0,1,20171117,20180518,20220504,20221117,7311,7311,49109,1,41,0,0,53,23287,1,0,0,3,26,8,0,1,55
96,45,348822,0,0,20171020,20180921,20210507,20221020,52317,5813,20498,0,49,0,0,36,19822,0,0,0,3,48,7,0,1,47
53,28,181432,0,1,20191220,20200821,20220520,20241220,0,3023,14242,1,27,0,0,28,11596,0,0,0,2,35,8,0,1,28
23,59,443252,0,0,20161021,20170721,20211129,20211021,0,7387,34917,1,43,0,0,59,27586,0,0,0,3,39,9,0,1,59
97,49,465688,6,0,20180420,20190517,20220509,20230420,15522,7761,34678,1,27,0,0,47,20873,0,0,2,2,56,8,0,1,51
126,46,324379,1,0,20180817,20190621,20220603,20230817,10812,5406,25937,1,41,0,0,44,19488,1,0,1,3,44,8,0,1,48
50,53,379079,6,1,20171117,20180921,20220602,20221117,6317,6317,35774,1,41,0,0,52,22814,0,0,2,2,44,9,0,1,54
50,17,164108,5,0,20171117,20180316,20190304,20221117,13675,2735,15126,0,51,0,2,12,7747,0,0,2,0,17,8,0,1,18
42,60,348326,0,0,20150821,20160415,20200713,20200821,5805,5805,28579,1,33,1,2,59,28218,1,0,0,0,34,9,0,1,61
97,16,130578,1,1,20200320,20201218,20210601,20250320,21760,2176,14550,0,26,0,0,6,6715,1,0,1,0,39,9,0,1,26
97,60,310267,0,0,20150821,20170616,20220513,20200821,10342,5171,32546,1,56,0,0,58,30011,0,1,0,3,95,8,0,1,61
50,60,413816,0,0,20161118,20180720,20220404,20211118,0,6896,46344,1,61,0,0,60,29005,0,1,0,0,87,6,0,1,60
65,50,310576,6,0,20180316,20190315,20220509,20230316,10352,5176,35228,1,24,0,0,48,21416,0,0,2,3,52,8,0,1,51
75,48,461704,6,0,20180615,20180817,20220530,20230615,7695,7695,31467,1,49,0,2,47,20411,0,0,2,2,9,6,0,1,49
68,43,358842,6,0,20181019,20190215,20220603,20231019,5980,5980,33569,1,49,0,2,42,18120,0,0,2,2,17,9,1,1,44
97,30,243510,1,1,20191220,20200821,20220601,20241220,8116,4058,20991,1,38,0,0,28,12356,0,0,1,2,35,8,1,1,31
58,30,842910,1,1,20191018,20191220,20220601,20241018,14048,14048,52235,1,29,1,2,29,12415,0,0,1,2,9,9,1,1,31
50,60,368412,0,0,20150918,20161021,20200902,20200918,6140,6140,31749,1,26,0,0,59,29066,0,0,0,3,57,7,0,1,61
112,52,303438,0,1,20180119,20180720,20220522,20230119,5057,5057,21906,1,30,0,0,51,22345,0,0,0,5,26,9,0,1,53
97,48,207458,1,0,20170915,20170915,20210831,20220915,34570,3457,20729,0,28,1,2,38,21032,0,0,1,0,0,9,0,1,54
23,26,119263,5,1,20161216,20170818,20190108,20211216,13909,2000,11311,0,40,0,0,19,12173,0,0,2,0,35,9,0,0,31
28,29,157273,1,1,20191220,20200821,20220510,20241220,2621,2621,11198,1,43,0,0,28,11977,1,0,1,2,35,8,0,1,30
48,60,314002,0,0,20161216,20171020,20220329,20211216,10466,5233,18983,1,24,0,0,58,28127,0,0,0,3,44,9,0,1,61
97,59,301322,0,0,20160520,20170519,20210604,20210520,0,5022,20912,1,43,0,0,59,28147,1,0,0,3,52,8,0,1,59
118,54,357662,5,0,20161216,20170519,20210405,20211216,5961,5961,28215,1,39,0,1,53,24278,0,0,2,0,22,8,0,1,55
97,54,259549,0,0,20161216,20181019,20210408,20211216,43250,4325,14113,0,61,0,0,44,24278,0,1,0,0,96,9,0,1,58
97,60,328313,0,0,20161216,20180720,20211217,20211216,5471,5471,32415,1,61,0,0,59,27472,0,1,0,2,83,9,0,1,61
85,8,43487,5,0,20150918,20160115,20160315,20200918,2896,2000,2813,0,35,0,1,4,4127,0,0,2,0,17,7,1,1,11
96,10,51896,0,1,20170217,20170915,20171109,20220217,6048,2000,4688,0,24,0,0,3,4795,1,0,0,2,30,9,0,1,13
58,54,332219,0,0,20171117,20181019,20220531,20221117,5536,5536,17120,1,24,0,0,53,23287,0,0,0,3,48,8,0,1,55
117,50,295914,1,0,20180316,20180316,20220530,20230316,9862,4931,20545,1,32,1,2,48,21416,1,0,1,2,0,8,1,1,52
79,18,115843,7,1,20201218,20210820,20220603,20251218,1930,2000,8343,1,21,0,0,17,7214,0,0,2,2,35,8,0,1,19
1,26,114716,1,0,20200417,20210219,20220603,20250417,0,2000,7309,1,53,0,0,26,10630,0,0,1,2,44,8,0,1,26
58,33,200113,5,0,20170217,20170616,20191031,20220217,20010,3335,16144,0,30,0,1,27,15164,0,0,2,4,17,9,0,1,34
50,37,200340,7,1,20190426,20191115,20220512,20240426,0,3339,17670,1,30,0,0,37,15510,1,0,2,2,29,8,0,1,37
97,47,276606,0,0,20161216,20181019,20201029,20211216,23050,4610,20333,0,38,0,0,42,21292,1,0,0,3,96,6,0,1,51
28,51,282623,0,0,20180119,20181019,20220228,20230119,9420,4710,30981,1,26,0,0,49,21964,0,0,0,3,39,7,0,1,52
58,47,237672,1,0,20180615,20181116,20220514,20230615,7922,3961,21731,1,35,1,2,45,20032,1,0,1,3,22,8,0,1,48
22,35,188358,6,0,20171117,20181116,20220311,20221117,21973,3139,18539,0,30,0,0,28,15559,0,0,2,2,52,8,1,1,41
69,60,449992,1,0,20161216,20170217,20211110,20211216,14998,7499,41165,1,75,1,2,58,26582,0,1,1,0,9,8,1,1,61
112,54,279864,0,0,20150918,20160715,20200109,20200918,41976,4664,19196,0,38,0,0,45,25642,0,0,0,3,43,7,0,0,59
68,44,227901,0,1,20180817,20190315,20220529,20230817,7596,3798,19939,1,37,0,0,42,18651,0,0,0,2,30,8,0,1,45
50,41,293359,1,0,20190118,20190719,20220603,20240118,9778,4889,25737,1,40,1,2,39,17221,1,0,1,4,26,8,1,1,42
67,41,232004,1,0,20170120,20170421,20200430,20220120,38660,3866,26588,0,42,1,2,31,18737,1,0,1,3,13,8,0,1,46
77,60,315692,5,0,20170120,20171117,20211115,20220120,0,5261,23594,1,34,0,0,60,26582,0,0,2,0,43,8,0,1,60
69,25,220050,7,0,20200221,20200221,20220225,20250221,7334,3667,23573,1,48,1,2,23,10299,1,0,2,3,0,9,0,1,26
45,55,269107,0,0,20170915,20181019,20220531,20220915,0,4485,25275,1,53,0,0,55,23764,1,0,0,3,57,8,0,1,55
5,45,244112,0,0,20180817,20200320,20220603,20230817,4068,4068,18867,1,57,1,0,44,19109,0,1,0,3,83,7,0,1,46
62,18,121031,7,1,20201218,20210716,20220601,20251218,0,2017,8042,1,45,0,0,18,7214,1,0,2,2,30,8,0,1,18
69,49,335788,6,0,20170519,20170519,20210526,20220519,11192,5596,29753,1,68,1,2,47,21746,0,1,2,2,0,8,0,1,51
50,42,262974,6,1,20181116,20190517,20220601,20231116,4382,4382,20098,1,21,0,0,41,17669,1,0,2,0,26,9,0,1,43
36,37,242307,6,0,20150918,20150918,20180823,20200918,8076,4038,26188,1,39,1,2,35,18126,1,0,2,3,0,7,0,1,39
67,51,240755,1,0,20180316,20190315,20220601,20230316,4012,4012,23164,1,72,0,0,50,21795,0,1,1,3,52,8,0,1,52
28,38,233629,1,0,20190315,20191018,20220602,20240315,3893,3893,16461,1,30,1,2,37,15889,1,0,1,0,31,8,0,1,39
118,19,72364,0,0,20160115,20170421,20170613,20210115,6030,2000,6850,0,25,0,0,14,9518,0,0,0,0,66,7,0,1,21
88,25,150667,1,0,20200417,20200619,20220601,20250417,2511,2511,17089,1,50,1,2,24,10251,0,0,1,0,9,7,0,1,26
38,56,403124,1,0,20170915,20180615,20220601,20220915,6718,6718,21978,1,28,0,0,55,24143,0,0,1,3,39,9,0,1,57
85,53,331069,0,1,20171117,20180817,20220511,20221117,0,5517,24660,1,39,0,0,53,22814,0,0,0,2,39,8,0,1,53
28,55,270269,0,0,20150918,20160923,20200908,20200918,0,4504,25114,1,58,0,0,55,28542,0,1,0,3,53,9,0,0,55
23,60,294841,0,0,20160115,20170616,20210806,20210115,4914,4914,29781,1,48,0,0,59,31508,0,0,0,3,74,8,0,1,61
15,46,235452,1,0,20180817,20181221,20220603,20230817,0,3924,20082,1,54,1,2,46,19488,1,0,1,2,18,7,0,1,46
42,53,230882,1,0,20180119,20200417,20220526,20230119,0,3848,19512,1,44,0,0,53,22724,0,0,1,3,117,8,0,1,53
5,40,274684,1,1,20181221,20190426,20220509,20231221,0,4578,27376,1,49,1,2,40,16842,0,0,1,2,18,9,0,1,40
58,57,294969,0,0,20150918,20160923,20200515,20200918,9832,4916,25689,1,32,0,0,55,26839,1,0,0,3,53,9,0,1,58
5,28,259509,6,0,20171020,20171020,20191203,20221020,43250,4325,19564,0,34,1,2,18,12654,0,0,2,2,0,9,1,1,29
111,35,222999,6,0,20170120,20170421,20191108,20220120,29728,3716,21664,0,61,1,2,27,16088,0,1,2,0,13,8,1,1,38
85,51,272208,6,1,20180316,20181221,20220507,20230316,0,4536,28093,1,31,0,0,51,21795,1,0,2,0,40,8,0,1,51
111,49,258926,6,0,20170120,20170421,20210129,20220120,38835,4315,25554,0,61,1,2,40,22050,0,1,2,0,13,8,1,1,51
42,49,291479,6,0,20180518,20190315,20220602,20230518,4857,4857,24935,1,39,0,0,48,20873,1,0,2,2,43,8,1,1,50
50,39,202899,0,0,20170120,20180420,20200222,20220120,13524,3381,14961,0,24,0,0,35,17876,0,0,0,0,65,9,1,1,42
45,60,314517,0,0,20150918,20160923,20200930,20200918,5241,5241,31041,1,48,0,0,59,28542,1,0,0,0,53,7,0,1,61
42,60,257024,0,0,20150918,20170421,20201221,20200918,8566,4283,25141,1,46,0,0,58,29802,1,0,0,3,83,9,0,1,61
45,32,277257,0,0,20170120,20171020,20190719,20220120,9240,4620,26857,1,42,0,0,30,14830,1,0,0,3,39,8,1,1,34
96,40,168585,0,0,20180615,20190426,20210915,20230615,16854,2809,12677,0,23,0,0,34,17238,0,0,0,3,45,9,0,1,43
63,44,309102,6,1,20180316,20190215,20210910,20230316,46359,5151,25271,0,47,0,0,35,19084,1,0,2,2,48,8,0,1,51
